;;;;;;Procurement Monthly Report;;;;;;;;;;;;;;;;;
PR-240172;;;PO-240151;;?Operation?;;3,010.00;3,010.00;0;0%;;?Closed?;17/01/2024;16/01/2024;1;Technical;Direct Purchase ;URGENT / SEND FOR REPAIR.;first class aviation services ;Net 30;;;
PR-240194;;;PO-240152;;?Operation?;;3,848,000.00;3,848,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;Jeddah #1 Clinical Manpower support from March 1st - September 30th, 2023. 7 months;Alpha Star Aviation Services ;Immediate;;;
PR-240204;;;PO-240153;;?Commercial?;;1,161,000.00;1,161,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR SAKAAKA #1 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240202;;;PO-240154;;?Commercial?;;2,513,000.00;2,513,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR QASSIM #1 HEMS BASE -;Alpha Star Aviation Services ;Immediate;;;
PR-240197;;;PO-240155;;?Commercial?;;2,366,000.00;2,366,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR AL-AHSA #1 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240195;;;PO-240156;;?Commercial?;;2,513,000.00;2,513,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR JEDDAH #2 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240190;;;PO-240157;;?Operation?;;4,203,000.00;4,203,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;NEOM EMS #3 Manpower/Equipment support from Nov 11th, 2022 - September 30th, 2023. 11 months.;Alpha Star Aviation Services ;Immediate;;;
PR-240193;;;PO-240158;;?Operation?;;2,366,000.00;2,366,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR JANADRIYA #2 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240203;;;PO-240159;;?Operation?;;1,330,000.00;1,330,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;Tabuk Base clinical manpower/equipment support from August 15th to September 30th, 2023. 2.5 Months;Alpha Star Aviation Services ;Immediate;;;
PR-240191;;;PO-240160;;?Operation?;;2,851,000.00;2,851,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR NEOM #1 RHO BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240182;;;PO-240161;;?Operation?;;3,121,400.00;3,121,400.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;Alpha Star has agreed to provide the below mentioned EMS services to THC in support of executing the EMS service contract between THC and RCU for 12/7 coverage from February 6th, 2023 - September 30th, 2023 (7.8 months);Alpha Star Aviation Services ;Immediate;;;
PR-240188;;;PO-240162;;?Operation?;;1,070,000.00;1,070,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;NEOM EMS#1 September 1st to September 30th, 2023. Manpower and Medical Equipment;Alpha Star Aviation Services ;Immediate;;;
PR-240189;;;PO-240163;;?Operation?;;3,696,000.00;3,696,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR NEOM #2 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240192;;;PO-240164;;?Operation?;;4,095,000.00;4,095,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;Janadryia #1 Manpower support from March 1st - September 30th, 2023. 7 months;Alpha Star Aviation Services ;Immediate;;;
PR-240187;;;PO-240165;;?Operation?;;2,454,500.00;2,454,500.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR RED SEA HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240200;;;PO-240166;;?Operation?;;3,107,000.00;3,107,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;Jizan Base Clinical Manpower support from March 1st to September 30th, 2023. 7 Months;Alpha Star Aviation Services ;Immediate;;;
PR-240196;;;PO-240167;;?Operation?;;2,366,000.00;2,366,000.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Sole Source ;MEDEVAC MANNING FOR MADINAH #1 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240232;;;PO-240168;;?Operation?;;15,440.00;15,440.00;0;0%;;?Closed For Receiving?;23/01/2024;16/01/2024;7;General;Competitive ;Road Echo Trips from Jan 2023 until Jun 2023;Road Echo Co ;Immediate;;;
PR-240244;;;PO-240169;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;18/01/2024;17/01/2024;1;Technical;Direct Purchase ;PR Priority: AOGModel of aircraft: AW139 / TSN: 341:14 / LDG:932A/C Registration number: HZ-RC6 / MSN:31978Reason: 3 DU DEGRADEDescription of requirement: WARRANTY;HONEYWELL INERNATIONAL ;Net 30;;;
PR-240201;;;PO-240170;;?Operation?;;2,851,000.00;2,851,000.00;0;0%;;?Closed?;21/01/2024;18/01/2024;3;General;Sole Source ;MEDEVAC MANNING FOR ABHA #1 HEMS BASE;Alpha Star Aviation Services ;Immediate;;;
PR-240153;;;PO-240172;;?Operation?;;29,456.00;622,574.97;120,744.00;410%;;?Closed?;21/01/2024;17/01/2024;4;Technical;Sole Source ;"Priority: AOG Aircraft Type: AW139 Aircraft Registration: HZ-HC4 Aircraft Serial Number: 31269 Aircraft Total Flight Hours: 1686:15 Aircraft Landing: 2700 Reason of Request: DAUL FAIL - REAL TIME CLK.""";Leonardo S.P.A ;Net 30;;;
PR-240263;;;PO-240174;;?Operation?;;0;0;0;0%;;?Canceled?;25/01/2024;18/01/2024;7;Technical;Direct Purchase ;AOG - PBHHelicopter - Total Time : 546:31Main Rotor Servo on HZ-HC57Part is already received and sent to Alula to support DAKAR.please see attached email.;Airbus Helicopters Arabia ;Net 30;;;
PR-240240;;;PO-240175;;?Operation?;;10,600.00;10,600.00;0;0%;;?Closed?;18/01/2024;18/01/2024;0;Technical;Direct Purchase ;Send for Overhaul.AC: HZ-HC26/AW139;first class aviation services ;Net 30;;;
PR-240241;;;PO-240176;;?Operation?;;4,000.00;4,000.00;0;0%;;?Closed?;18/01/2024;18/01/2024;0;Technical;Direct Purchase ;"Send for ""TOP CHARGE"".AC: AW139/HZ-HC26";first class aviation services ;Net 30;;;
PR-240254;;;PO-240177;;?Operation?;;5,342.30;5,342.30;0;0%;;?Closed?;18/01/2024;18/01/2024;0;General;Competitive ;Stationery Items for AEP Department;Jarir Bookstore ;Net 30;;;
PR-240171;;;PO-240178;;?Information Technology?;;12,050.00;10,807.50;-1,242.50;-10%;;?Closed?;24/01/2024;18/01/2024;6;General;Competitive ;Cartridges for Neom NC1;Sky Information IT services ;Net 60;;;
PR-240162;;;PO-240179;;?Information Technology?;;8,000.00;5,250.00;-2,750.00;-34%;;?Closed?;21/01/2024;18/01/2024;3;General;Competitive ;Additional Monitors EMS OCC & OCC & Technical & Scheduling departments;Sky Information IT services ;Net 60;;;
PR-232720;;;PO-240180;;?Operation?;;491,263.10;390,474.94;-387,175.31;-79%;;?Open?;21/01/2024;01/11/2024;10;Technical;Competitive ;SPECIAL TOOLS REQUIRED FOR AW139 - S/B 139-672. Note: PR Price amended to align with the quotation.;Aviation overseas supply logistics pvt ltd ;100% Advance;;;
PR-233819;;;PO-240181;;?Operation?;;104,148.00;84,406.50;-81,648.00;-78%;;?Open?;21/01/2024;15/01/2024;6;Technical;Competitive ;Normal for stock wet consumables min/max. ((bulk request to cover the entire fleet. Please ask suppliers to provide fresh batches. Partial delivery is preferred and acceptable));Aviation overseas supply logistics pvt ltd ;Net 30;;;
;;;PO-240181;;?Operation?;;0;131.3;35;0%;;?Open?;21/01/2024;;0;;;Normal for stock wet consumables min/max. ((bulk request to cover the entire fleet. Please ask suppliers to provide fresh batches. Partial delivery is preferred and acceptable));Aviation overseas supply logistics pvt ltd ;Net 30;;;
PR-240137;;;PO-240182;;?Operation?;;165,554.22;325,848.20;-86,941.36;-53%;;?Open?;22/01/2024;01/11/2024;11;Technical;Sole Source ;H125 stock purposeBY: RANJEETplease see attached email;Airbus Helicopters Arabia ;Net 30;;;
PR-240207;;;PO-240186;;?Quality, Security and Safety?;;77,992.00;77,992.00;0;0%;;?Closed?;21/01/2024;16/01/2024;5;General;Competitive ;Unified Aviation from 1 to 17 Dec invoice;Unified International DWC LLC ;Net 30;;;
PR-240028;;;PO-240187;;?Information Technology?;;98,926.00;94,098.00;-4,828.00;-5%;;?Open?;22/01/2024;01/03/2024;19;General;Single Source ;FortiGate-60F Hardware plus 1 Year FortiCare Premium and FortiGuard Unified Threat Protection (UTP);IT Builders  ;Net 15;;;
;;;PO-240187;;?Information Technology?;;0;4,828.00;4,828.00;0%;;?Open?;22/01/2024;;0;;;FortiGate-60F Hardware plus 1 Year FortiCare Premium and FortiGuard Unified Threat Protection (UTP);IT Builders  ;Net 15;;;
PR-233605;;;PO-240188;;?Operation?;;417,864.96;423,740.61;-315,634.96;-76%;;?Closed?;22/01/2024;15/01/2024;7;General;Competitive ;H145 Recurrent ADAC training for 6 pilots;ADAC HEMS Academy GmbH ;Net 30;;;
PR-233575;;;PO-240189;;?Operation?;;142,116.00;142,116.00;0;0%;;?Open?;25/01/2024;21/01/2024;4;General;Single Source ;Waterproof communication device that fits with TW helmets - ;Rail street  ;30 Days - 30 ???;;;
PR-240267;;;PO-240190;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;22/01/2024;21/01/2024;1;Technical;Direct Purchase ;FOC H145 - sn 21247 - loose parts, documents and EMS kit.;ROTORTRADE SASU (FR) ;Net 30;;;
PR-240278;;;PO-240191;;?Operation?;;2,251.15;1,602.97;-1,823.85;-81%;;?Open?;22/01/2024;21/01/2024;1;Technical;Direct Purchase ;AOG : This request is for carrying out DSN 00049 on HZ-RC22;golden falcon aviation ;Net 30;;;
;;;PO-240191;;?Operation?;;0;562.71;150;0%;;?Open?;22/01/2024;;0;;;AOG : This request is for carrying out DSN 00049 on HZ-RC22;golden falcon aviation ;Net 30;;;
PR-240277;;;PO-240192;;?Operation?;;282.04;293.55;-211.22;-75%;;?Closed For Receiving?;22/01/2024;21/01/2024;1;Technical;Direct Purchase ;AOG basis for carrying out DSN 00049 on HZ-RC22;Leonardo S.P.A ;Net 30;;;
PR-240301;;;PO-240193;;?Operation?;;0;0;0;0%;;?Canceled?;28/01/2024;22/01/2024;6;Technical;Direct Purchase ;PR Priority: AOGModel of aircraft: H145/TSN: 233:37A/C Registration number: HZ-HC72/MSN:21154Reason for removal: Damper become deformed.Description of requirement: WARRANTY;Airbus Helicopters Arabia ;Net 30;;;
PR-240302;;;PO-240194;;?Operation?;;0;0;0;0%;;?Canceled?;28/01/2024;22/01/2024;6;Technical;Direct Purchase ;PR Priority: AOGModel of aircraft: H145/TSN: 233:37A/C Registration number: HZ-HC72/MSN:21154Reason for removal: Damper become deformed.Description of requirement: WARRANTY;Airbus Helicopters Arabia ;Net 30;;;
PR-240296;;;PO-240196;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;23/01/2024;22/01/2024;1;Technical;Direct Purchase ;PR Priority: AOGModel of aircraft: H145/TSN: 255:34A/C Registration number: HZ-HC72/MSN:21154Reason for removal:1. Damper become deformed.Description of requirement: PBH OPP-025002;Airbus Helicopters Arabia ;Net 30;;;
PR-240256;;;PO-240197;;?Operation?;;194;375.14;-94;-48%;;?Closed?;23/01/2024;21/01/2024;2;Technical;Direct Purchase ;AOG part for HZ-HC26Aircraft Type: AW139.Aircraft Registration: HZ-HC26.Aircraft Serial Number: 31991.Aircraft Total Flight Hours: 121:20.Aircraft Landing: 194.Reason of Request: SPECIAL REPAIR;golden falcon aviation ;Immediate;;;
PR-240226;;;PO-240198;;?CEO Office?;;19,119.00;19,119.00;0;0%;;?Closed?;22/01/2024;21/01/2024;1;General;Competitive ;desk 140cm white color with returner small cabinet and open shelf (with key lock);????? ???? ??????? ;Net 30;;;
PR-240100;;;PO-240199;;?Operation?;;1,387.54;1,875.70;-887.54;-64%;;?Open?;23/01/2024;01/09/2024;14;Technical;Direct Purchase ;Request tools below by Fahad AL Suliman needed for upcoming schedule maintenance;Aviation overseas supply logistics pvt ltd ;Net 30;;;
PR-240243;;;PO-240200;;?Operation?;;28,185.66;23,626.35;-22,485.66;-80%;;?Closed For Receiving?;23/01/2024;21/01/2024;2;Technical;Direct Purchase ;Priority: AOG A/C S/N: 31269 A/C REGISTRATION: HZ-HC4 HOURS: 1679:18 CYCLES :2676;Leonardo S.P.A ;Net 30;;;
PR-240072;;;PO-240201;;?Operation?;;184,961.06;126,748.79;-154,382.14;-83%;;?Open?;25/01/2024;01/07/2024;18;Technical;Sole Source ;NEW CATALOG from request of 2024 AW139 Spares Planning & Efficiency Check - Expendables & Consumables + 48M Part 6.;Leonardo S.P.A ;Net 30;;;
PR-240280;;;PO-240202;;?Operation?;;158,337.98;158,337.98;-120,137.98;-76%;;?Closed For Receiving?;25/01/2024;21/01/2024;4;General;Sole Source ;H145 Recurrent Copter Safety 5 pilots;CopterSafety ;Immediate;;;
PR-240175;;;PO-240203;;?Operation?;;103,624.34;103,624.33;-78,624.34;-76%;;?Closed?;25/01/2024;15/01/2024;10;General;Sole Source ;H145 Recurrent with ATP for 2 pilots;CopterSafety ;Immediate;;;
PR-240294;;;PO-240204;;?Information Technology?;;1,715.00;1,310.32;-404.68;-24%;;?Closed?;23/01/2024;23/01/2024;0;General;Competitive ;Toner Cartridge for HP;Sky Information IT services ;Net 30;;;
PR-240150;;;PO-240206;;?Operation?;;18,976.00;18,982.08;-13,916.00;-73%;;?Closed?;24/01/2024;01/11/2024;13;Technical;Direct Purchase ;Stock Min/Max for H125 recommended by Ranjeet.;Dart Aerospace ;Net 30;;;
PR-240336;;;PO-240207;;?Operation?;;91,440.38;91,440.38;-67,065.38;-73%;;?Closed?;24/01/2024;23/01/2024;1;General;Competitive ;HELISPEED Expenses : Trevor Brocklebank - Engineering support 1st January 2024 to the 8th of February 2024.;Helispeed Solutions Limited ;Net 30;;;
PR-240063;;;PO-240208;;?Operation?;;15,735.88;27,174.49;-9,179.87;-58%;;?Open?;25/01/2024;01/10/2024;15;Technical;Sole Source ;to keep 1 EA in stock Note: It's not a repetitive defect as it happened once on HC54 and once on HC55;Airbus Helicopters Arabia ;Net 30;;;
PR-240228;;;PO-240209;;?Information Technology?;;168,000.00;156,000.00;-12,000.00;-7%;;?Closed?;25/01/2024;23/01/2024;2;General;Competitive ;Microsoft E1 license Yearly;Sky Information IT services ;Net 30;;;
PR-240319;;;PO-240211;;?Information Technology?;;4,098.00;4,224.96;126.96;3%;;?Closed?;24/01/2024;23/01/2024;1;General;Competitive ;iPad Tablet Case;????? ??????? ??????? ??????? ????????? ?????? ????????? ;Net 30;;;
PR-240305;;;PO-240212;;?Operation?;;41,981.90;43,998.48;-31,367.00;-75%;;?Open?;25/01/2024;22/01/2024;3;Technical;Sole Source ;AOG part as required for post DAKAR Maintenance due to Nil stock.;Airbus Helicopters Arabia ;Net 30;;;
;;;PO-240212;;?Operation?;;0;1,243.49;300;0%;;?Open?;25/01/2024;;0;;;AOG part as required for post DAKAR Maintenance due to Nil stock.;Airbus Helicopters Arabia ;Net 30;;;
PR-240276;;;PO-240213;;?Operation?;;2,820.40;293.55;-2,749.58;-97%;;?Closed For Receiving?;25/01/2024;21/01/2024;4;Technical;Direct Purchase ;AW139 urgent / stock for min/max for fleet AW139;Leonardo S.P.A ;Net 30;;;
PR-240367;;;PO-240214;;?Operation?;;3,010.00;3,010.00;0;0%;;?Closed?;24/01/2024;24/01/2024;0;Technical;Direct Purchase ;Send for Repair.;first class aviation services ;Net 30;;;
PR-240089;;;PO-240215;;?Operation?;;30,000.00;0;-30,000.00;-100%;2,400.00;?Canceled?;25/01/2024;01/10/2024;15;General;Competitive ;Fireproof Cabinets;Emdad Al Khebrat Co. Ltd ;Net 30;;;
PR-240290;;;PO-240216;;?Information Technology?;;1,720.00;1,160.00;-560;-33%;;?Closed?;24/01/2024;23/01/2024;1;General;Competitive ;IT Equipment's for Trojina base;Sky Information IT services ;Net 60;;;
PR-240284;;;PO-240217;;?Marketing?;;6,024.24;6,024.24;-4,795.10;-80%;;?Closed?;25/01/2024;23/01/2024;2;General;Direct Purchase ;O-231177 to pay the remaining balance of a currency difference amount. ;Times Aerospace Publishing Ltd ;Immediate;;;
PR-240128;;;PO-240219;;?Information Technology?;;1,720.00;1,160.00;-560;-33%;;?Closed?;25/01/2024;15/01/2024;10;General;Competitive ;IT Equipment's for Qunfudah base;Sky Information IT services ;Net 60;;;
PR-240089;;;PO-240220;;?Operation?;;30,000.00;30,000.00;0;0%;2,400.00;?Closed?;25/01/2024;01/10/2024;15;General;Competitive ;Fireproof Cabinet;Emdad Digital ;Net 30;;;
PR-240324;;;PO-240221;;?HR?;;6,505,812.00;6,505,812.00;0;0%;;?Open?;28/01/2024;24/01/2024;4;General;Competitive ;Car Rental;Theeb Rent a Car ;Net 30;;;
PR-240250;;;PO-240223;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;25/01/2024;18/01/2024;7;Technical;Direct Purchase ;FOC to receive the new cable to fix the tool PN KA2016 - Portable Starter Power Supply in Red Sea (UPS waybill1ZR37E370494373808).;Airbus Helicopters Arabia ;Net 30;;;
PR-240338;;;PO-240224;;?Operation?;;2,829.12;3,382.34;-1,927.50;-68%;;?Open?;25/01/2024;24/01/2024;1;Technical;Direct Purchase ;Required for the H145 floats removal;BOEING DISTRIBUTION, INC (Aviall) ;Net 30;;;
PR-240298;;;PO-240226;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;25/01/2024;25/01/2024;0;Technical;Direct Purchase ;PR Priority: AOGModel of aircraft: H145/AC TIME: 255:34A/C Registration number: HZ-HC72/MSN:21154/TSN: 233:37Reason for removal:1. Damper become deformed.Description of requirement: PBH OPP-025002;Airbus Helicopters Arabia ;Net 30;;;
PR-240372;;;PO-240227;;?Operation?;;8,147.94;8,392.48;-5,910.78;-73%;;?Closed For Receiving?;25/01/2024;24/01/2024;1;Technical;Direct Purchase ;headsets for new H125/HZ-HC65Required date: 28 Feb 2024;BOEING DISTRIBUTION, INC (Aviall) ;Net 30;;;
PR-240393;;;PO-240230;;?Operation?;;8,938.72;9,109.41;-6,741.02;-75%;;?Open?;26/01/2024;26/01/2024;0;Technical;Direct Purchase ;AOG;Airbus Helicopters Arabia ;Net 30;;;
;;;PO-240230;;?Operation?;;0;1,243.49;300;0%;;?Open?;26/01/2024;;0;;;AOG;Airbus Helicopters Arabia ;Net 30;;;
PR-240315;;;PO-240233;;?Operation?;;224,830.50;224,896.43;-164,880.50;-73%;;?Open?;31/01/2024;24/01/2024;7;Technical;Sole Source ;URGENT / for coming due for replacement due to life limit completion.Min: 3Max: 5Stock qty: 1On order qty:0Fleet: H125Note: PR price updated to align with the official quote;Dart Aerospace ;Net 30;;;
PR-240400;;;PO-240234;;?Operation?;;0;0;0;0%;;?Open?;29/01/2024;28/01/2024;1;Technical;Direct Purchase ;PR Priority: AOG Model of aircraft: H145/TSN: 233:37 A/C Registration number: HZ-HC72/MSN:21154 Reason for removal: Damper become deformed. Descriptionof requirement: WARRANTY;Airbus Helicopters Arabia ;Net 30;;;
PR-240402;;;PO-240235;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;29/01/2024;28/01/2024;1;Technical;Direct Purchase ;PR Priority: AOG Model of aircraft: H145/TSN: 233:37 A/C Registration number: HZ-HC72/MSN:21154 Reason for removal: Damper become deformed. Descriptionof requirement: WARRANTY;Airbus Helicopters Arabia ;Net 30;;;
PR-240351;;;PO-240236;;?Information Technology?;;8,500.00;7,800.00;-700;-8%;;?Closed?;29/01/2024;28/01/2024;1;General;Competitive ;Power BI Premium per user, Annual Subscription. - Product ID# CFQ7TTC0HL8W;Sky Information IT services ;Net 30;;;
PR-240332;;;PO-240237;;?Operation?;;781.1;1,189.40;-494.15;-63%;;?Closed?;29/01/2024;23/01/2024;6;Technical;Direct Purchase ;Rush demand for H125 Protectors;Airbus Helicopters Arabia ;Net 30;;;
PR-240343;;;PO-240239;;?Operation?;;165,000.00;165,000.00;0;0%;77,400.00;?Open?;30/01/2024;25/01/2024;5;General;Competitive ;51154 -GT Tactical Pant CAT (Casual Fit) ;Al Kubrii Trading Company ;30 Days - 30 ???;;;
PR-240382;;;PO-240240;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;29/01/2024;29/01/2024;0;Technical;Direct Purchase ;FREE-OF-CHARGE (FOC): THIS IS FOR THE WRONG SHIPMENT RECEIVED UNDER DN: 853536748 / AWB: 020-36778066. It has been confirmed with Bachirthat this is a FOC basis;Airbus Helicopters Arabia ;Net 30;;;
PR-240403;;;PO-240241;;?Operation?;;0;0;0;0%;;?Closed For Receiving?;29/01/2024;29/01/2024;0;Technical;Direct Purchase ;FOC- To comply the H160/HC82 ASB H160-52-20-0001 kit.;Airbus Helicopters Arabia ;Net 30;;;
PR-240388;;;PO-240242;;?Operation?;;0;0;0;0%;;?Open?;30/01/2024;29/01/2024;1;Technical;Direct Purchase ;FREE-OF-CHARGE: This request will replenish the LH CS stock.Note: QTY is withdrawn on the request from LHD (Casabianca Giovanni) to serve another customer on an AOG basis.Approved By: Adam.;Leonardo S.P.A ;Net 30;;;
PR-240398;;;PO-240244;;?Operation?;;896.54;914.13;-676;-75%;;?Open?;30/01/2024;28/01/2024;2;Technical;Direct Purchase ;AOGDescriptionAOG part for HZ-RC54Aircraft Type: H145.Aircraft Registration: HZ-RC54.Aircraft Serial Number: 2111.Aircraft Total Flight Hours: 212:04.Aircraft Landing: 405.;Airbus Helicopters Deutschland ;Net 30;;;
;;;PO-240244;;?Operation?;;0;1,243.49;300;0%;;?Open?;30/01/2024;;0;;;AOGDescriptionAOG part for HZ-RC54Aircraft Type: H145.Aircraft Registration: HZ-RC54.Aircraft Serial Number: 2111.Aircraft Total Flight Hours: 212:04.Aircraft Landing: 405.;Airbus Helicopters Deutschland ;Net 30;;;
PR-240413;;;PO-240245;;?Operation?;;282;319.08;-205.02;-73%;;?Closed For Receiving?;30/01/2024;29/01/2024;1;Technical;Direct Purchase ;AOG :Aircraft Type: AW139Aircraft Registration: HZ-RC22Aircraft Serial Number: 32017Aircraft Total Flight Hours: 107:58Aircraft Landing: 312Part Number: S631-15-54X2-62Reason of Request: Compliance of DSN 00049;Leonardo S.P.A ;Net 30;;;
PR-240337;;;PO-240246;;?Operation?;;4,609.00;12,177.93;-1,671.00;-36%;;?Closed For Receiving?;30/01/2024;24/01/2024;6;Technical;Direct Purchase ;"Re: PR-240337 POST DAKAR H125 FLEET REQUIRED ""Electrical Master Box Screws to be replaced "" + Stock min/max";Airbus Helicopters Arabia ;Net 30;;;
PR-240423;;;PO-240247;;?Operation?;;0.01;0;-0.01;-100%;;?Closed?;30/01/2024;30/01/2024;0;Technical;Direct Purchase ;PR Priority: AOGModel of aircraft: AW139 / TSN: 384:13A/C Registration number: HZ-HC8/MSN:31840Reason: Flight Director inoperativeDescription of requirement: PBH;Leonardo S.P.A ;Net 30;;;
PR-240395;;;PO-240248;;?Operation?;;4,482.70;4,570.66;-3,380.00;-75%;;?Open?;30/01/2024;30/01/2024;0;Technical;Direct Purchase ;"Recently AOG H145 FLEET FOR STOCK MIN/MAX UPDATE.Min: 10Max: 20Stock qty: 0On order qty: 2 ea. on AOG basisUnder PO145-376 ""AHD Support Credit Budget.""";Airbus Helicopters Deutschland ;Net 30;;;
PR-240363;;;PO-240249;;?Marketing?;;7,500.00;7,500.00;0;0%;;?Closed?;31/01/2024;29/01/2024;2;General;Competitive ;THC annual staff event coverage including photograph;ART TALENT FOR ADVERTISING ;Net 30;;;
PR-240404;;;PO-240251;;?Operation?;;300;300;0;0%;;?Closed?;30/01/2024;30/01/2024;0;Technical;Direct Purchase ;send below gauge for calibration as an (AOG).;GCC Lab for Calibration Services ;Net 30;;;
PR-240365;;;PO-240254;;?Marketing?;;7,500.00;7,500.00;0;0%;;?Closed?;31/01/2024;29/01/2024;2;General;Competitive ;PIF Private Sector Forum coverage includes photography, videography, editing and montage, and music ;ART TALENT FOR ADVERTISING ;Net 30;;;
PR-240421;;;PO-240255;;?Operation?;;24,940.00;24,940.00;0;0%;;?Closed?;31/01/2024;31/01/2024;0;General;Competitive ;Uniform;LEBAS ;50% Advance;;;
;;;PO-240257;;?Operation?;;0;1,217.40;300;0%;;?Open?;02/05/2024;;0;;;AOG part for HZ-HC72Aircraft Type: H145.Aircraft Registration: HZ-HC72.Aircraft Serial Number: 21154.Aircraft Total Flight Hours: 233:37.Aircraft Landing: 486;Airbus Helicopters Deutschland ;Net 30;;;
PR-240289;;;PO-240263;;?Commercial?;;57,615.12;57,615.13;-43,715.12;-76%;;?Closed?;31/01/2024;31/01/2024;0;General;Competitive ;Hail Rally - Air Filming Services;Air to Air ;Net 30;;;
PR-240286;;;PO-240266;;?Marketing?;;29,733.01;29,733.01;-23,666.51;-80%;;?Closed?;31/01/2024;29/01/2024;2;General;Competitive ;Production - 5 Year Anniversary Video;QP Agency ;Immediate;;;
;;;PO-240284;;?Marketing?;;0;3,802.34;937;0%;;?Closed?;02/01/2024;;0;;;HFC - Commercial Video (23-24 Season) - Aerial Camera System and Operator;Air to Air ;30 Days - 30 ???;;;
;;;PO-240704;;?Operation?;;0;921.19;226;0%;;?Closed?;20/03/2024;;0;;;Passenger seat belt to satisfy our stock and SKAKA BASE.;Air Ambulance Technology GmbH ;Net 30;;;
